Area_ID,Country,Level 1,Area,Start_year,avg_pop_phase_1,avg_pop_phase_2,avg_pop_phase_3,avg_pop_phase_4,avg_pop_phase_5
SOM_Gedo_Baardheere,SOM,Gedo,Baardheere,2024,0.45,0.3,0.2,0.05,0.0
SOM_Gedo_Baardheere,SOM,Gedo,Baardheere,2025,0.55,0.3,0.15,0.0,0.0
SOM_Gedo_Baardheere (1),SOM,Gedo,Baardheere (1),2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Baardheere (1),SOM,Gedo,Baardheere (1),2023,0.6125,0.225,0.125,0.037500000000000006,0.0
SOM_Gedo_Baardheere (1),SOM,Gedo,Baardheere (1),2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Baardheere (1),SOM,Gedo,Baardheere (1),2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Baardheere (2),SOM,Gedo,Baardheere (2),2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Gedo_Baardheere (2),SOM,Gedo,Baardheere (2),2023,0.3875,0.21250000000000002,0.2875,0.1125,0.0
SOM_Gedo_Baardheere (2),SOM,Gedo,Baardheere (2),2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Baardheere (2),SOM,Gedo,Baardheere (2),2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Baardheere (3),SOM,Gedo,Baardheere (3),2022,0.45,0.2,0.3,0.05,0.0
SOM_Gedo_Baardheere (3),SOM,Gedo,Baardheere (3),2023,0.3625,0.2375,0.3,0.1,0.0
SOM_Gedo_Baardheere (3),SOM,Gedo,Baardheere (3),2024,0.3,0.4,0.2,0.1,0.0
SOM_Gedo_Baardheere (3),SOM,Gedo,Baardheere (3),2025,0.55,0.3,0.1,0.05,0.0
SOM_Gedo_Baardheere IDPs,SOM,Gedo,Baardheere IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Baardheere IDPs,SOM,Gedo,Baardheere IDPs,2023,0.425,0.2,0.2,0.125,0.05
SOM_Gedo_Baardheere Urban,SOM,Gedo,Baardheere Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Baardheere Urban,SOM,Gedo,Baardheere Urban,2023,0.55,0.175,0.2,0.07500000000000001,0.0
SOM_Gedo_Baardheere idps,SOM,Gedo,Baardheere idps,2023,0.65,0.22499999999999998,0.1,0.025,0.0
SOM_Gedo_Baardheere idps,SOM,Gedo,Baardheere idps,2024,0.5,0.35,0.1,0.05,0.0
SOM_Gedo_Baardheere idps,SOM,Gedo,Baardheere idps,2025,0.65,0.3,0.05,0.0,0.0
SOM_Gedo_Baardheere urban,SOM,Gedo,Baardheere urban,2023,0.42500000000000004,0.25,0.225,0.1,0.0
SOM_Gedo_Baardheere urban,SOM,Gedo,Baardheere urban,2024,0.32499999999999996,0.3,0.225,0.15,0.0
SOM_Gedo_Baardheere urban,SOM,Gedo,Baardheere urban,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Belet Xaawo,SOM,Gedo,Belet Xaawo,2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Belet Xaawo,SOM,Gedo,Belet Xaawo,2023,0.6,0.2,0.15000000000000002,0.05,0.0
SOM_Gedo_Belet Xaawo (1),SOM,Gedo,Belet Xaawo (1),2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Gedo_Belet Xaawo (1),SOM,Gedo,Belet Xaawo (1),2023,0.25,0.225,0.35,0.175,0.0
SOM_Gedo_Belet Xaawo IDPs,SOM,Gedo,Belet Xaawo IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Belet Xaawo IDPs,SOM,Gedo,Belet Xaawo IDPs,2023,0.275,0.225,0.275,0.175,0.05
SOM_Gedo_Belet Xaawo IDPs Rural,SOM,Gedo,Belet Xaawo IDPs Rural,2022,0.45,0.2,0.25,0.1,0.0
SOM_Gedo_Belet Xaawo IDPs Rural,SOM,Gedo,Belet Xaawo IDPs Rural,2023,0.325,0.225,0.275,0.175,0.0
SOM_Gedo_Belet Xaawo Urban,SOM,Gedo,Belet Xaawo Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Belet Xaawo Urban,SOM,Gedo,Belet Xaawo Urban,2023,0.7,0.15,0.125,0.025,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2017,0.665,0.215,0.115,0.01,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2018,0.81,0.175,0.015,0.0,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2019,0.75,0.24,0.01,0.005,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2020,0.56,0.32499999999999996,0.08,0.025,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2021,0.59,0.28,0.13,0.02,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2023,0.625,0.25,0.1,0.025,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Belet xaawo,SOM,Gedo,Belet xaawo,2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Belet xaawo (1),SOM,Gedo,Belet xaawo (1),2023,0.525,0.2,0.22499999999999998,0.05,0.0
SOM_Gedo_Belet xaawo (1),SOM,Gedo,Belet xaawo (1),2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Belet xaawo (1),SOM,Gedo,Belet xaawo (1),2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Belet xaawo idps,SOM,Gedo,Belet xaawo idps,2023,0.42500000000000004,0.25,0.225,0.1,0.0
SOM_Gedo_Belet xaawo idps,SOM,Gedo,Belet xaawo idps,2024,0.325,0.35,0.225,0.1,0.0
SOM_Gedo_Belet xaawo idps,SOM,Gedo,Belet xaawo idps,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Belet xaawo idps rural,SOM,Gedo,Belet xaawo idps rural,2023,0.47500000000000003,0.25,0.175,0.1,0.0
SOM_Gedo_Belet xaawo idps rural,SOM,Gedo,Belet xaawo idps rural,2024,0.4,0.325,0.2,0.07500000000000001,0.0
SOM_Gedo_Belet xaawo idps rural,SOM,Gedo,Belet xaawo idps rural,2025,0.45,0.4,0.15,0.0,0.0
SOM_Gedo_Belet xaawo urban,SOM,Gedo,Belet xaawo urban,2023,0.65,0.22499999999999998,0.1,0.025,0.0
SOM_Gedo_Belet xaawo urban,SOM,Gedo,Belet xaawo urban,2024,0.525,0.35,0.1,0.025,0.0
SOM_Gedo_Belet xaawo urban,SOM,Gedo,Belet xaawo urban,2025,0.65,0.3,0.05,0.0,0.0
SOM_Gedo_Ceel Waaq,SOM,Gedo,Ceel Waaq,2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Ceel Waaq,SOM,Gedo,Ceel Waaq,2023,0.6,0.2,0.15000000000000002,0.05,0.0
SOM_Gedo_Ceel Waaq (1),SOM,Gedo,Ceel Waaq (1),2022,0.315,0.20500000000000002,0.3,0.18,0.0
SOM_Gedo_Ceel Waaq (1),SOM,Gedo,Ceel Waaq (1),2023,0.25,0.225,0.35,0.175,0.0
SOM_Gedo_Ceel Waaq IDPs,SOM,Gedo,Ceel Waaq IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Ceel Waaq IDPs,SOM,Gedo,Ceel Waaq IDPs,2023,0.275,0.225,0.275,0.175,0.05
SOM_Gedo_Ceel Waaq Urban,SOM,Gedo,Ceel Waaq Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Ceel Waaq Urban,SOM,Gedo,Ceel Waaq Urban,2023,0.7,0.15,0.125,0.025,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2017,0.71,0.215,0.14,0.0,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2018,0.8,0.16499999999999998,0.035,0.0,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2019,0.6950000000000001,0.28,0.02,0.01,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2020,0.625,0.32,0.05,0.01,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2021,0.63,0.22,0.11,0.04,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2023,0.625,0.25,0.1,0.025,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Ceel waaq,SOM,Gedo,Ceel waaq,2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Ceel waaq (1),SOM,Gedo,Ceel waaq (1),2023,0.525,0.2,0.22499999999999998,0.05,0.0
SOM_Gedo_Ceel waaq (1),SOM,Gedo,Ceel waaq (1),2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Ceel waaq (1),SOM,Gedo,Ceel waaq (1),2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Ceel waaq idps,SOM,Gedo,Ceel waaq idps,2023,0.42500000000000004,0.25,0.225,0.1,0.0
SOM_Gedo_Ceel waaq idps,SOM,Gedo,Ceel waaq idps,2024,0.275,0.375,0.225,0.125,0.0
SOM_Gedo_Ceel waaq idps,SOM,Gedo,Ceel waaq idps,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Ceel waaq urban,SOM,Gedo,Ceel waaq urban,2023,0.65,0.22499999999999998,0.1,0.025,0.0
SOM_Gedo_Ceel waaq urban,SOM,Gedo,Ceel waaq urban,2024,0.525,0.35,0.1,0.025,0.0
SOM_Gedo_Ceel waaq urban,SOM,Gedo,Ceel waaq urban,2025,0.65,0.3,0.05,0.0,0.0
SOM_Gedo_Dolow IDPS,SOM,Gedo,Dolow IDPS,2023,0.575,0.22499999999999998,0.15000000000000002,0.05,0.0
SOM_Gedo_Dolow IDPS,SOM,Gedo,Dolow IDPS,2024,0.325,0.35,0.225,0.1,0.0
SOM_Gedo_Dolow IDPS,SOM,Gedo,Dolow IDPS,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Dolow URBAN,SOM,Gedo,Dolow URBAN,2023,0.5,0.25,0.175,0.07500000000000001,0.0
SOM_Gedo_Dolow URBAN,SOM,Gedo,Dolow URBAN,2024,0.525,0.35,0.1,0.025,0.0
SOM_Gedo_Dolow URBAN,SOM,Gedo,Dolow URBAN,2025,0.6,0.35,0.05,0.0,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2017,0.685,0.2,0.11,0.02,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2018,0.56,0.23,0.175,0.035,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2019,0.325,0.47000000000000003,0.16,0.045000000000000005,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2020,0.42000000000000004,0.405,0.12,0.05,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2021,0.59,0.33,0.14,0.01,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2022,0.45,0.2,0.3,0.05,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2023,0.3625,0.2375,0.3,0.1,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2024,0.3,0.4,0.2,0.1,0.0
SOM_Gedo_Doolow,SOM,Gedo,Doolow,2025,0.55,0.3,0.1,0.05,0.0
SOM_Gedo_Doolow (1),SOM,Gedo,Doolow (1),2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Doolow (1),SOM,Gedo,Doolow (1),2023,0.6125,0.225,0.125,0.037500000000000006,0.0
SOM_Gedo_Doolow (1),SOM,Gedo,Doolow (1),2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Doolow (1),SOM,Gedo,Doolow (1),2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Doolow (2),SOM,Gedo,Doolow (2),2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Gedo_Doolow (2),SOM,Gedo,Doolow (2),2023,0.3875,0.21250000000000002,0.2875,0.1125,0.0
SOM_Gedo_Doolow (2),SOM,Gedo,Doolow (2),2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Doolow (2),SOM,Gedo,Doolow (2),2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Doolow IDPs,SOM,Gedo,Doolow IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Doolow IDPs,SOM,Gedo,Doolow IDPs,2023,0.275,0.225,0.275,0.175,0.05
SOM_Gedo_Doolow Urban,SOM,Gedo,Doolow Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Doolow Urban,SOM,Gedo,Doolow Urban,2023,0.7,0.15,0.125,0.025,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2017,0.6599999999999999,0.22499999999999998,0.11,0.02,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2018,0.8,0.19,0.01,0.0,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2019,0.725,0.26,0.01,0.0,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2020,0.45000000000000007,0.37,0.125,0.05,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2021,0.58,0.33,0.14,0.01,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2023,0.3875,0.21250000000000002,0.2875,0.1125,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Garbahaarey,SOM,Gedo,Garbahaarey,2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Garbahaarey (1),SOM,Gedo,Garbahaarey (1),2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Garbahaarey (1),SOM,Gedo,Garbahaarey (1),2023,0.6125,0.225,0.125,0.037500000000000006,0.0
SOM_Gedo_Garbahaarey (1),SOM,Gedo,Garbahaarey (1),2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Garbahaarey (1),SOM,Gedo,Garbahaarey (1),2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Garbahaarey (2),SOM,Gedo,Garbahaarey (2),2022,0.45,0.2,0.3,0.05,0.0
SOM_Gedo_Garbahaarey (2),SOM,Gedo,Garbahaarey (2),2023,0.3625,0.2375,0.3,0.1,0.0
SOM_Gedo_Garbahaarey (2),SOM,Gedo,Garbahaarey (2),2024,0.3,0.4,0.2,0.1,0.0
SOM_Gedo_Garbahaarey (2),SOM,Gedo,Garbahaarey (2),2025,0.55,0.3,0.1,0.05,0.0
SOM_Gedo_Garbahaarey (3),SOM,Gedo,Garbahaarey (3),2022,0.355,0.195,0.25,0.14500000000000002,0.055
SOM_Gedo_Garbahaarey (3),SOM,Gedo,Garbahaarey (3),2023,0.3875,0.225,0.25,0.1125,0.025
SOM_Gedo_Garbahaarey (3),SOM,Gedo,Garbahaarey (3),2024,0.45,0.3,0.2,0.05,0.0
SOM_Gedo_Garbahaarey (3),SOM,Gedo,Garbahaarey (3),2025,0.55,0.3,0.15,0.0,0.0
SOM_Gedo_Garbahaarey IDPs,SOM,Gedo,Garbahaarey IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Garbahaarey IDPs,SOM,Gedo,Garbahaarey IDPs,2023,0.275,0.225,0.275,0.175,0.05
SOM_Gedo_Garbahaarey IDPs Rural,SOM,Gedo,Garbahaarey IDPs Rural,2023,0.45,0.2,0.25,0.1,0.0
SOM_Gedo_Garbahaarey Urban,SOM,Gedo,Garbahaarey Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Garbahaarey Urban,SOM,Gedo,Garbahaarey Urban,2023,0.7,0.15,0.125,0.025,0.0
SOM_Gedo_Garbahaarey idps,SOM,Gedo,Garbahaarey idps,2023,0.42500000000000004,0.25,0.225,0.1,0.0
SOM_Gedo_Garbahaarey idps,SOM,Gedo,Garbahaarey idps,2024,0.325,0.35,0.225,0.1,0.0
SOM_Gedo_Garbahaarey idps,SOM,Gedo,Garbahaarey idps,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Garbahaarey idps rural,SOM,Gedo,Garbahaarey idps rural,2023,0.475,0.25,0.2,0.07500000000000001,0.0
SOM_Gedo_Garbahaarey idps rural,SOM,Gedo,Garbahaarey idps rural,2024,0.375,0.35,0.2,0.07500000000000001,0.0
SOM_Gedo_Garbahaarey idps rural,SOM,Gedo,Garbahaarey idps rural,2025,0.45,0.4,0.15,0.0,0.0
SOM_Gedo_Garbahaarey urban,SOM,Gedo,Garbahaarey urban,2023,0.65,0.22499999999999998,0.1,0.025,0.0
SOM_Gedo_Garbahaarey urban,SOM,Gedo,Garbahaarey urban,2024,0.525,0.35,0.1,0.025,0.0
SOM_Gedo_Garbahaarey urban,SOM,Gedo,Garbahaarey urban,2025,0.65,0.3,0.05,0.0,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2017,0.69,0.2,0.1,0.02,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2018,0.7949999999999999,0.175,0.03,0.0,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2019,0.7,0.265,0.030000000000000002,0.005,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2020,0.655,0.29000000000000004,0.05,0.005,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2021,0.63,0.23,0.12,0.02,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2022,0.575,0.2,0.2,0.025,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2023,0.6125,0.225,0.125,0.037500000000000006,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2024,0.6000000000000001,0.275,0.125,0.0,0.0
SOM_Gedo_Luuq,SOM,Gedo,Luuq,2025,0.75,0.2,0.05,0.0,0.0
SOM_Gedo_Luuq (1),SOM,Gedo,Luuq (1),2022,0.45,0.2,0.3,0.05,0.0
SOM_Gedo_Luuq (1),SOM,Gedo,Luuq (1),2023,0.3625,0.2375,0.3,0.1,0.0
SOM_Gedo_Luuq (1),SOM,Gedo,Luuq (1),2024,0.3,0.4,0.2,0.1,0.0
SOM_Gedo_Luuq (1),SOM,Gedo,Luuq (1),2025,0.55,0.3,0.1,0.05,0.0
SOM_Gedo_Luuq (2),SOM,Gedo,Luuq (2),2023,0.4833333333333334,0.20000000000000004,0.25,0.06666666666666667,0.0
SOM_Gedo_Luuq (2),SOM,Gedo,Luuq (2),2024,0.7,0.175,0.125,0.0,0.0
SOM_Gedo_Luuq (2),SOM,Gedo,Luuq (2),2025,0.8,0.1,0.1,0.0,0.0
SOM_Gedo_Luuq (4),SOM,Gedo,Luuq (4),2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Gedo_Luuq (4),SOM,Gedo,Luuq (4),2023,0.1,0.25,0.4,0.25,0.0
SOM_Gedo_Luuq IDPs,SOM,Gedo,Luuq IDPs,2022,0.525,0.2,0.2,0.07500000000000001,0.0
SOM_Gedo_Luuq IDPs,SOM,Gedo,Luuq IDPs,2023,0.275,0.225,0.275,0.175,0.05
SOM_Gedo_Luuq Urban,SOM,Gedo,Luuq Urban,2022,0.75,0.15,0.1,0.0,0.0
SOM_Gedo_Luuq Urban,SOM,Gedo,Luuq Urban,2023,0.7,0.15,0.125,0.025,0.0
SOM_Gedo_Luuq idps,SOM,Gedo,Luuq idps,2023,0.42500000000000004,0.25,0.225,0.1,0.0
SOM_Gedo_Luuq idps,SOM,Gedo,Luuq idps,2024,0.32499999999999996,0.275,0.25,0.15,0.0
SOM_Gedo_Luuq idps,SOM,Gedo,Luuq idps,2025,0.35,0.4,0.2,0.05,0.0
SOM_Gedo_Luuq urban,SOM,Gedo,Luuq urban,2023,0.64,0.22999999999999998,0.10500000000000001,0.025,0.0
SOM_Gedo_Luuq urban,SOM,Gedo,Luuq urban,2024,0.525,0.35,0.1,0.025,0.0
SOM_Gedo_Luuq urban,SOM,Gedo,Luuq urban,2025,0.65,0.3,0.05,0.0,0.0
SOM_Guban Pastoral_Baki (2),SOM,Guban Pastoral,Baki (2),2021,0.6,0.25,0.1,0.05,0.0
SOM_Guban Pastoral_Berbera (1),SOM,Guban Pastoral,Berbera (1),2021,0.6,0.25,0.1,0.05,0.0
SOM_Guban Pastoral_Borama,SOM,Guban Pastoral,Borama,2021,0.6,0.25,0.1,0.05,0.0
SOM_Guban Pastoral_Ceel afweyn,SOM,Guban Pastoral,Ceel afweyn,2021,0.6,0.25,0.1,0.05,0.0
SOM_Guban Pastoral_Lughaye,SOM,Guban Pastoral,Lughaye,2021,0.6,0.25,0.1,0.05,0.0
SOM_Guban Pastoral_Zeylac (1),SOM,Guban Pastoral,Zeylac (1),2021,0.75,0.2,0.05,0.0,0.0
SOM_Hawd Pastoral - NW_Burco (3),SOM,Hawd Pastoral - NW,Burco (3),2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral - NW_Buuhoodle (1),SOM,Hawd Pastoral - NW,Buuhoodle (1),2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral - NW_Caynabo,SOM,Hawd Pastoral - NW,Caynabo,2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral - NW_Hargeysa (2),SOM,Hawd Pastoral - NW,Hargeysa (2),2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral - NW_Laas caanood,SOM,Hawd Pastoral - NW,Laas caanood,2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral - NW_Owdweyne (3),SOM,Hawd Pastoral - NW,Owdweyne (3),2021,0.6,0.25,0.1,0.05,0.0
SOM_Hawd Pastoral_Belet weyne (2),SOM,Hawd Pastoral,Belet weyne (2),2021,0.45,0.4,0.15,0.0,0.0
SOM_Hawd Pastoral_Burtinle,SOM,Hawd Pastoral,Burtinle,2021,0.5,0.4,0.1,0.0,0.0
SOM_Hawd Pastoral_Cabudwaaq,SOM,Hawd Pastoral,Cabudwaaq,2021,0.45,0.4,0.15,0.0,0.0
SOM_Hawd Pastoral_Cadaado,SOM,Hawd Pastoral,Cadaado,2021,0.45,0.4,0.15,0.0,0.0
SOM_Hawd Pastoral_Ceel buur,SOM,Hawd Pastoral,Ceel buur,2021,0.45,0.4,0.15,0.0,0.0
SOM_Hawd Pastoral_Dhuusamarreeb (3),SOM,Hawd Pastoral,Dhuusamarreeb (3),2021,0.45,0.4,0.15,0.0,0.0
SOM_Hawd Pastoral_Eyl (1),SOM,Hawd Pastoral,Eyl (1),2021,0.5,0.4,0.1,0.0,0.0
SOM_Hawd Pastoral_Gaalkacyo (1),SOM,Hawd Pastoral,Gaalkacyo (1),2021,0.5,0.4,0.1,0.0,0.0
SOM_Hawd Pastoral_Galdogob,SOM,Hawd Pastoral,Galdogob,2021,0.5,0.4,0.1,0.0,0.0
SOM_Hawd Pastoral_Garoowe (1),SOM,Hawd Pastoral,Garoowe (1),2021,0.5,0.4,0.1,0.0,0.0
SOM_Hawd Pastoral_Jariiban (1),SOM,Hawd Pastoral,Jariiban (1),2021,0.5,0.4,0.1,0.0,0.0
SOM_Hiraan_Belet Weyne,SOM,Hiraan,Belet Weyne,2022,0.32499999999999996,0.2,0.3,0.175,0.0
SOM_Hiraan_Belet Weyne,SOM,Hiraan,Belet Weyne,2023,0.22499999999999998,0.225,0.35,0.2,0.0
SOM_Hiraan_Belet Weyne (1),SOM,Hiraan,Belet Weyne (1),2022,0.6,0.2,0.15,0.05,0.0
SOM_Hiraan_Belet Weyne (1),SOM,Hiraan,Belet Weyne (1),2023,0.575,0.225,0.15000000000000002,0.05,0.0
SOM_Hiraan_Belet Weyne (2),SOM,Hiraan,Belet Weyne (2),2022,0.3,0.2,0.4,0.1,0.0
SOM_Hiraan_Belet Weyne (2),SOM,Hiraan,Belet Weyne (2),2023,0.2,0.2,0.4,0.175,0.025
SOM_Hiraan_Belet Weyne (3),SOM,Hiraan,Belet Weyne (3),2022,0.55,0.2,0.2,0.05,0.0
SOM_Hiraan_Belet Weyne (3),SOM,Hiraan,Belet Weyne (3),2023,0.45,0.225,0.25,0.07500000000000001,0.0
SOM_Hiraan_Belet Weyne IDPs,SOM,Hiraan,Belet Weyne IDPs,2022,0.575,0.2,0.175,0.05,0.0
SOM_Hiraan_Belet Weyne IDPs,SOM,Hiraan,Belet Weyne IDPs,2023,0.475,0.225,0.22499999999999998,0.075,0.0
SOM_Hiraan_Belet Weyne Urban,SOM,Hiraan,Belet Weyne Urban,2022,0.75,0.15,0.05,0.05,0.0
SOM_Hiraan_Belet Weyne Urban,SOM,Hiraan,Belet Weyne Urban,2023,0.725,0.15,0.1,0.025,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2017,0.52,0.185,0.225,0.15,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2018,0.62,0.16,0.18,0.045,0.005
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2019,0.585,0.26,0.14500000000000002,0.005,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2020,0.6950000000000001,0.21500000000000002,0.065,0.02,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2021,0.67,0.24,0.13,0.0,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2023,0.45,0.2,0.275,0.075,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2024,0.5,0.375,0.125,0.0,0.0
SOM_Hiraan_Belet weyne,SOM,Hiraan,Belet weyne,2025,0.8,0.1,0.1,0.0,0.0
SOM_Hiraan_Belet weyne (1),SOM,Hiraan,Belet weyne (1),2023,0.6499999999999999,0.25,0.1,0.0,0.0
SOM_Hiraan_Belet weyne (1),SOM,Hiraan,Belet weyne (1),2024,0.475,0.35,0.15000000000000002,0.025,0.0
SOM_Hiraan_Belet weyne (1),SOM,Hiraan,Belet weyne (1),2025,0.4,0.45,0.1,0.05,0.0
SOM_Hiraan_Belet weyne (2),SOM,Hiraan,Belet weyne (2),2023,0.3,0.30000000000000004,0.325,0.07500000000000001,0.0
SOM_Hiraan_Belet weyne (2),SOM,Hiraan,Belet weyne (2),2024,0.375,0.45,0.175,0.0,0.0
SOM_Hiraan_Belet weyne (2),SOM,Hiraan,Belet weyne (2),2025,0.35,0.5,0.1,0.05,0.0
SOM_Hiraan_Belet weyne (3),SOM,Hiraan,Belet weyne (3),2023,0.4,0.325,0.225,0.05,0.0
SOM_Hiraan_Belet weyne (3),SOM,Hiraan,Belet weyne (3),2024,0.55,0.3,0.125,0.025,0.0
SOM_Hiraan_Belet weyne (3),SOM,Hiraan,Belet weyne (3),2025,0.2,0.5,0.2,0.1,0.0
SOM_Hiraan_Beletweyn IDPS,SOM,Hiraan,Beletweyn IDPS,2023,0.525,0.30000000000000004,0.175,0.0,0.0
SOM_Hiraan_Beletweyn IDPS,SOM,Hiraan,Beletweyn IDPS,2024,0.35,0.375,0.225,0.05,0.0
SOM_Hiraan_Beletweyn IDPS,SOM,Hiraan,Beletweyn IDPS,2025,0.35,0.5,0.1,0.05,0.0
SOM_Hiraan_Beletweyn URBAN,SOM,Hiraan,Beletweyn URBAN,2023,0.65,0.25,0.1,0.0,0.0
