Area_ID,Country,Level 1,Area,Start_year,avg_pop_phase_1,avg_pop_phase_2,avg_pop_phase_3,avg_pop_phase_4,avg_pop_phase_5
MOZ_Gaza_Mabalane,MOZ,Gaza,Mabalane,2022,0.4,0.4,0.15,0.05,0.0
MOZ_Gaza_Mabalane,MOZ,Gaza,Mabalane,2024,0.45,0.3,0.25,0.0,0.0
MOZ_Gaza_Mandlakaze,MOZ,Gaza,Mandlakaze,2017,0.95,0.05,0.0,0.0,0.0
MOZ_Gaza_Mandlakaze,MOZ,Gaza,Mandlakaze,2020,0.2,0.45,0.3,0.05,0.0
MOZ_Gaza_Mandlakaze,MOZ,Gaza,Mandlakaze,2021,0.4,0.5,0.1,0.0,0.0
MOZ_Gaza_Mandlakaze,MOZ,Gaza,Mandlakaze,2022,0.65,0.35,0.0,0.0,0.0
MOZ_Gaza_Mandlakazi,MOZ,Gaza,Mandlakazi,2018,0.41,0.25,0.22,0.12,0.0
MOZ_Gaza_Mapai,MOZ,Gaza,Mapai,2017,0.75,0.2,0.05,0.0,0.0
MOZ_Gaza_Mapai,MOZ,Gaza,Mapai,2022,0.45,0.35,0.2,0.0,0.0
MOZ_Gaza_Mapai,MOZ,Gaza,Mapai,2024,0.3,0.45,0.25,0.0,0.0
MOZ_Gaza_Massangena,MOZ,Gaza,Massangena,2017,0.75,0.2,0.05,0.0,0.0
MOZ_Gaza_Massangena,MOZ,Gaza,Massangena,2018,0.46,0.25,0.2,0.09,0.0
MOZ_Gaza_Massangena,MOZ,Gaza,Massangena,2022,0.4,0.4,0.15,0.05,0.0
MOZ_Gaza_Massangena,MOZ,Gaza,Massangena,2023,0.45,0.35,0.15,0.05,0.0
MOZ_Gaza_Massangena,MOZ,Gaza,Massangena,2024,0.4,0.35,0.2,0.05,0.0
MOZ_Gaza_Massingir,MOZ,Gaza,Massingir,2017,0.585,0.29000000000000004,0.12,0.005,0.0
MOZ_Gaza_Massingir,MOZ,Gaza,Massingir,2022,0.35,0.45,0.15,0.05,0.0
MOZ_Gaza_Massingir,MOZ,Gaza,Massingir,2024,0.35,0.45,0.15,0.05,0.0
MOZ_Gaza_Xai-xai city,MOZ,Gaza,Xai-xai city,2022,0.5,0.45,0.05,0.0,0.0
MOZ_Inhambane_Cidade de Inhambane,MOZ,Inhambane,Cidade de Inhambane,2020,0.3,0.45,0.2,0.05,0.0
MOZ_Inhambane_Cidade de Inhambane,MOZ,Inhambane,Cidade de Inhambane,2021,0.32499999999999996,0.575,0.1,0.0,0.0
MOZ_Inhambane_Cidade de Maxixe,MOZ,Inhambane,Cidade de Maxixe,2020,0.3,0.5,0.1,0.1,0.0
MOZ_Inhambane_Cidade de Maxixe,MOZ,Inhambane,Cidade de Maxixe,2021,0.4,0.5,0.1,0.0,0.0
MOZ_Inhambane_Cidade de inhambane,MOZ,Inhambane,Cidade de inhambane,2023,0.55,0.4,0.05,0.0,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2017,0.98,0.02,0.0,0.0,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2018,0.55,0.2,0.15,0.1,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2021,0.35,0.5,0.1,0.05,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2022,0.45,0.3,0.2,0.05,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2023,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Funhalouro,MOZ,Inhambane,Funhalouro,2024,0.4,0.35,0.2,0.05,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2018,0.57,0.3,0.1,0.03,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2021,0.4,0.45,0.15,0.0,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2022,0.55,0.3,0.1,0.05,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2023,0.5,0.4,0.1,0.0,0.0
MOZ_Inhambane_Govuro,MOZ,Inhambane,Govuro,2024,0.5,0.4,0.1,0.0,0.0
MOZ_Inhambane_Homoine,MOZ,Inhambane,Homoine,2017,0.98,0.02,0.0,0.0,0.0
MOZ_Inhambane_Homoine,MOZ,Inhambane,Homoine,2018,0.72,0.15,0.1,0.03,0.0
MOZ_Inhambane_Homoine,MOZ,Inhambane,Homoine,2022,0.55,0.35,0.05,0.05,0.0
MOZ_Inhambane_Inhambane Prov.,MOZ,Inhambane,Inhambane Prov.,2020,0.35,0.45,0.15,0.05,0.0
MOZ_Inhambane_Inhambane Prov.,MOZ,Inhambane,Inhambane Prov.,2021,0.4,0.55,0.05,0.0,0.0
MOZ_Inhambane_Inhambane city,MOZ,Inhambane,Inhambane city,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Inharrime,MOZ,Inhambane,Inharrime,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Inharrime,MOZ,Inhambane,Inharrime,2022,0.65,0.3,0.05,0.0,0.0
MOZ_Inhambane_Inhassoro,MOZ,Inhambane,Inhassoro,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Inhassoro,MOZ,Inhambane,Inhassoro,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Jangamo,MOZ,Inhambane,Jangamo,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Jangamo,MOZ,Inhambane,Jangamo,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2017,0.715,0.18000000000000002,0.095,0.01,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2018,0.53,0.25,0.17,0.05,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2021,0.3,0.55,0.15,0.0,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2022,0.4,0.35,0.2,0.05,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2023,0.55,0.3,0.15,0.0,0.0
MOZ_Inhambane_Mabote,MOZ,Inhambane,Mabote,2024,0.5,0.4,0.1,0.0,0.0
MOZ_Inhambane_Massinga,MOZ,Inhambane,Massinga,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Massinga,MOZ,Inhambane,Massinga,2020,0.35,0.45,0.1,0.1,0.0
MOZ_Inhambane_Massinga,MOZ,Inhambane,Massinga,2021,0.45,0.5,0.05,0.0,0.0
MOZ_Inhambane_Massinga,MOZ,Inhambane,Massinga,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Maxixe city,MOZ,Inhambane,Maxixe city,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Morrumbene,MOZ,Inhambane,Morrumbene,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Morrumbene,MOZ,Inhambane,Morrumbene,2022,0.5,0.35,0.1,0.05,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2017,0.705,0.185,0.1,0.01,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2018,0.55,0.25,0.1,0.1,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2020,0.25,0.3,0.3,0.15,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2021,0.25,0.45,0.3,0.0,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2022,0.55,0.2,0.2,0.05,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2023,0.65,0.3,0.05,0.0,0.0
MOZ_Inhambane_Panda,MOZ,Inhambane,Panda,2024,0.45,0.35,0.15,0.05,0.0
MOZ_Inhambane_Vilankulo,MOZ,Inhambane,Vilankulo,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Vilankulo,MOZ,Inhambane,Vilankulo,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Inhambane_Vilankulo,MOZ,Inhambane,Vilankulo,2023,0.5,0.4,0.1,0.0,0.0
MOZ_Inhambane_Vilankulo,MOZ,Inhambane,Vilankulo,2024,0.45,0.4,0.15,0.0,0.0
MOZ_Inhambane_Zavala,MOZ,Inhambane,Zavala,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Inhambane_Zavala,MOZ,Inhambane,Zavala,2018,0.67,0.25,0.05,0.03,0.0
MOZ_Inhambane_Zavala,MOZ,Inhambane,Zavala,2022,0.6,0.4,0.0,0.0,0.0
MOZ_Manica_Barue,MOZ,Manica,Barue,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Manica_Barue,MOZ,Manica,Barue,2022,0.6,0.35,0.05,0.0,0.0
MOZ_Manica_Chimoio city,MOZ,Manica,Chimoio city,2022,0.45,0.55,0.0,0.0,0.0
MOZ_Manica_Cidade de Chimoio,MOZ,Manica,Cidade de Chimoio,2020,0.4,0.55,0.05,0.0,0.0
MOZ_Manica_Cidade de Chimoio,MOZ,Manica,Cidade de Chimoio,2021,0.4,0.53,0.07,0.0,0.0
MOZ_Manica_Cidade de chimoio,MOZ,Manica,Cidade de chimoio,2023,0.65,0.3,0.05,0.0,0.0
MOZ_Manica_Gondola,MOZ,Manica,Gondola,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Manica_Gondola,MOZ,Manica,Gondola,2022,0.5,0.45,0.05,0.0,0.0
MOZ_Manica_Guro,MOZ,Manica,Guro,2017,0.99,0.01,0.0,0.0,0.0
MOZ_Manica_Guro,MOZ,Manica,Guro,2022,0.45,0.55,0.0,0.0,0.0
MOZ_Manica_Guro,MOZ,Manica,Guro,2023,0.5,0.35,0.15,0.0,0.0
MOZ_Manica_Guro,MOZ,Manica,Guro,2024,0.15,0.4,0.3,0.15,0.0
MOZ_Manica_Macate,MOZ,Manica,Macate,2022,0.5,0.45,0.0,0.0,0.0
MOZ_Manica_Machaze,MOZ,Manica,Machaze,2017,0.72,0.17,0.085,0.025,0.0
MOZ_Manica_Machaze,MOZ,Manica,Machaze,2022,0.35,0.45,0.15,0.05,0.0
MOZ_Manica_Machaze,MOZ,Manica,Machaze,2023,0.55,0.3,0.15,0.0,0.0
MOZ_Manica_Machaze,MOZ,Manica,Machaze,2024,0.3,0.3,0.3,0.1,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2017,0.8200000000000001,0.05,0.125,0.005,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2018,0.6,0.24,0.12,0.04,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2021,0.4,0.45,0.15,0.0,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2022,0.35,0.6,0.05,0.0,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2023,0.6,0.25,0.15,0.0,0.0
MOZ_Manica_Macossa,MOZ,Manica,Macossa,2024,0.3,0.25,0.3,0.15,0.0
MOZ_Manica_Manica,MOZ,Manica,Manica,2017,1.0,0.0,0.0,0.0,0.0
MOZ_Manica_Manica,MOZ,Manica,Manica,2022,0.55,0.45,0.0,0.0,0.0
MOZ_Manica_Manica Prov.,MOZ,Manica,Manica Prov.,2020,0.35,0.55,0.1,0.0,0.0
MOZ_Manica_Manica Prov.,MOZ,Manica,Manica Prov.,2021,0.5,0.45,0.05,0.0,0.0
MOZ_Manica_Mossurize,MOZ,Manica,Mossurize,2017,1.0,0.0,0.0,0.0,0.0
